2026-05-01 03:00|Bruno|RUN1|Linguisticos|Teste|15|473|147|2|1|5|5|10|1|1|1|7|1|0|1|1
2026-05-01 06:00|Carla|RUN2|Logicos|Teste|15|646|244|3|1|7|10|17|2|2|2|14|2|0|1|2
2026-05-01 09:00|Diego|RUN3|Programadores|Teste|15|819|341|4|2|9|15|24|3|3|3|3|3|0|2|3
2026-05-01 12:00|EquipePIF|RUN4|Escolarizados|Teste|15|992|438|5|2|11|20|31|4|4|4|10|4|0|2|1
2026-05-01 15:00|Julia|RUN5|Concurseiros|Teste|15|1165|535|6|2|13|25|38|5|0|5|17|5|0|2|2
2026-05-01 18:00|Lucas|RUN6|Engenheiros|Teste|15|1338|632|7|3|15|30|45|6|1|6|6|6|0|3|3
2026-05-01 21:00|Marina|RUN7|Intelectuais|Teste|15|1511|729|8|3|17|35|52|7|2|0|13|7|0|3|1
2026-05-02 00:00|Ana|RUN8|Matematicos|Teste|15|1684|826|9|3|19|40|59|8|3|1|2|8|0|3|2
2026-05-02 03:00|Bruno|RUN9|Linguisticos|Teste|15|1857|923|10|4|21|45|66|0|4|2|9|9|0|4|3
2026-05-02 06:00|Carla|RUN10|Logicos|Teste|15|2030|1020|11|4|23|50|73|1|0|3|16|10|0|4|1
2026-05-02 09:00|Diego|RUN11|Programadores|Teste|15|2203|1117|12|4|25|0|25|2|1|4|5|11|0|4|2
2026-05-02 12:00|EquipePIF|RUN12|Escolarizados|Teste|15|2376|1214|13|5|27|5|32|3|2|5|12|12|0|5|3
2026-05-02 15:00|Julia|RUN13|Concurseiros|Teste|15|2549|1311|14|5|29|10|39|4|3|6|1|13|0|5|1
2026-05-02 18:00|Lucas|RUN14|Engenheiros|Teste|15|2722|1408|15|5|31|15|46|5|4|0|8|14|0|5|2
2026-05-02 21:00|Marina|RUN15|Intelectuais|Teste|15|2895|1505|16|6|33|20|53|6|0|1|15|15|0|6|3
2026-05-03 00:00|Ana|RUN16|Matematicos|Teste|15|3068|1602|17|6|35|25|60|7|1|2|4|16|0|6|1
2026-05-03 03:00|Bruno|RUN17|Linguisticos|Teste|15|3241|1699|18|6|37|30|67|8|2|3|11|17|1|6|2
2026-05-03 06:00|Carla|RUN18|Logicos|Teste|15|3414|1796|19|7|39|35|74|0|3|4|0|18|0|7|3
2026-05-03 09:00|Diego|RUN19|Programadores|Teste|15|3587|1893|20|7|41|40|81|1|4|5|7|19|0|7|1
2026-05-03 12:00|EquipePIF|RUN20|Escolarizados|Teste|15|3760|1990|21|7|43|45|88|2|0|6|14|20|0|7|2
2026-05-03 15:00|Julia|RUN21|Concurseiros|Teste|15|3933|2087|22|8|45|50|95|3|1|0|3|21|0|8|3
2026-05-03 18:00|Lucas|RUN22|Engenheiros|Teste|15|4106|2184|23|8|47|0|47|4|2|1|10|22|0|8|1
2026-05-03 21:00|Marina|RUN23|Intelectuais|Teste|15|4279|2281|24|8|49|5|54|5|3|2|17|23|0|8|2
2026-05-04 00:00|Ana|RUN24|Matematicos|Teste|15|4452|2378|1|1|51|10|61|6|4|3|6|24|0|1|3
2026-05-04 03:00|Bruno|RUN25|Linguisticos|Teste|15|4625|2475|2|1|53|15|68|7|0|4|13|25|0|1|1
2026-05-04 06:00|Carla|RUN26|Logicos|Teste|15|4798|2572|3|1|55|20|75|8|1|5|2|26|0|1|2
2026-05-04 09:00|Diego|RUN27|Programadores|Teste|15|4971|2669|4|2|57|25|82|0|2|6|9|27|0|2|3
2026-05-04 12:00|EquipePIF|RUN28|Escolarizados|Teste|15|5144|2766|5|2|59|30|89|1|3|0|16|28|0|2|1
2026-05-04 15:00|Julia|RUN29|Concurseiros|Teste|15|5317|2863|6|2|61|35|96|2|4|1|5|29|0|2|2
2026-05-04 18:00|Lucas|RUN30|Engenheiros|Teste|15|5490|2960|7|3|63|40|103|3|0|2|12|30|0|3|3
2026-05-04 21:00|Marina|RUN31|Intelectuais|Teste|15|5663|3057|8|3|65|45|110|4|1|3|1|31|0|3|1
2026-05-05 00:00|Ana|RUN32|Matematicos|Teste|15|5836|3154|9|3|67|50|117|5|2|4|8|32|0|3|2
2026-05-05 03:00|Bruno|RUN33|Linguisticos|Teste|15|6009|3251|10|4|69|0|69|6|3|5|15|33|0|4|3
2026-05-05 06:00|Carla|RUN34|Logicos|Teste|15|6182|3348|11|4|71|5|76|7|4|6|4|34|1|4|1
2026-05-05 09:00|Diego|RUN35|Programadores|Teste|15|6355|3445|12|4|73|10|83|8|0|0|11|35|0|4|2
2026-05-05 12:00|EquipePIF|RUN36|Escolarizados|Teste|15|6528|3542|13|5|75|15|90|0|1|1|0|36|0|5|3
2026-05-05 15:00|Julia|RUN37|Concurseiros|Teste|15|6701|3639|14|5|77|20|97|1|2|2|7|37|0|5|1
2026-05-05 18:00|Lucas|RUN38|Engenheiros|Teste|15|6874|3736|15|5|79|25|104|2|3|3|14|38|0|5|2
2026-05-05 21:00|Marina|RUN39|Intelectuais|Teste|15|7047|3833|16|6|81|30|111|3|4|4|3|39|0|6|3
2026-05-06 00:00|Ana|RUN40|Matematicos|Teste|15|7220|3930|17|6|3|35|38|4|0|5|10|0|0|6|1
2026-05-06 03:00|Bruno|RUN41|Linguisticos|Teste|15|7393|4027|18|6|5|40|45|5|1|6|17|1|0|6|2
2026-05-06 06:00|Carla|RUN42|Logicos|Teste|15|7566|4124|19|7|7|45|52|6|2|0|6|2|0|7|3
2026-05-06 09:00|Diego|RUN43|Programadores|Teste|15|7739|4221|20|7|9|50|59|7|3|1|13|3|0|7|1
2026-05-06 12:00|EquipePIF|RUN44|Escolarizados|Teste|15|7912|4318|21|7|11|0|11|8|4|2|2|4|0|7|2
2026-05-06 15:00|Julia|RUN45|Concurseiros|Teste|15|8085|4415|22|8|13|5|18|0|0|3|9|5|0|8|3
2026-05-06 18:00|Lucas|RUN46|Engenheiros|Teste|15|8258|4512|23|8|15|10|25|1|1|4|16|6|0|8|1
2026-05-06 21:00|Marina|RUN47|Intelectuais|Teste|15|8431|4609|24|8|17|15|32|2|2|5|5|7|0|8|2
2026-05-07 00:00|Ana|RUN48|Matematicos|Teste|15|8604|4706|1|1|19|20|39|3|3|6|12|8|0|1|3
2026-05-07 03:00|Bruno|RUN49|Linguisticos|Teste|15|8777|4803|2|1|21|25|46|4|4|0|1|9|0|1|1
2026-05-07 06:00|Carla|RUN50|Logicos|Teste|15|8950|4900|3|1|23|30|53|5|0|1|8|10|0|1|2
2026-05-07 09:00|Diego|RUN51|Programadores|Teste|15|9123|4997|4|2|25|35|60|6|1|2|15|11|1|2|3
2026-05-07 12:00|EquipePIF|RUN52|Escolarizados|Teste|15|9296|5094|5|2|27|40|67|7|2|3|4|12|0|2|1
2026-05-07 15:00|Julia|RUN53|Concurseiros|Teste|15|9469|5191|6|2|29|45|74|8|3|4|11|13|0|2|2
2026-05-07 18:00|Lucas|RUN54|Engenheiros|Teste|15|9642|5288|7|3|31|50|81|0|4|5|0|14|0|3|3
2026-05-07 21:00|Marina|RUN55|Intelectuais|Teste|15|9815|5385|8|3|33|0|33|1|0|6|7|15|0|3|1
2026-05-08 00:00|Ana|RUN56|Matematicos|Teste|15|9988|5482|9|3|35|5|40|2|1|0|14|16|0|3|2
2026-05-08 03:00|Bruno|RUN57|Linguisticos|Teste|15|10161|5579|10|4|37|10|47|3|2|1|3|17|0|4|3
2026-05-08 06:00|Carla|RUN58|Logicos|Teste|15|10334|5676|11|4|39|15|54|4|3|2|10|18|0|4|1
2026-05-08 09:00|Diego|RUN59|Programadores|Teste|15|10507|5773|12|4|41|20|61|5|4|3|17|19|0|4|2
2026-05-08 12:00|EquipePIF|RUN60|Escolarizados|Teste|15|10680|5870|13|5|43|25|68|6|0|4|6|20|0|5|3
2026-05-08 15:00|Julia|RUN61|Concurseiros|Teste|15|10853|5967|14|5|45|30|75|7|1|5|13|21|0|5|1
2026-05-08 18:00|Lucas|RUN62|Engenheiros|Teste|15|11026|6064|15|5|47|35|82|8|2|6|2|22|0|5|2
2026-05-08 21:00|Marina|RUN63|Intelectuais|Teste|15|11199|6161|16|6|49|40|89|0|3|0|9|23|0|6|3
2026-05-09 00:00|Ana|RUN64|Matematicos|Teste|15|11372|6258|17|6|51|45|96|1|4|1|16|24|0|6|1
2026-05-09 03:00|Bruno|RUN65|Linguisticos|Teste|15|11545|6355|18|6|53|50|103|2|0|2|5|25|0|6|2
2026-05-09 06:00|Carla|RUN66|Logicos|Teste|15|11718|6452|19|7|55|0|55|3|1|3|12|26|0|7|3
2026-05-09 09:00|Diego|RUN67|Programadores|Teste|15|11891|6549|20|7|57|5|62|4|2|4|1|27|0|7|1
2026-05-09 12:00|EquipePIF|RUN68|Escolarizados|Teste|15|12064|6646|21|7|59|10|69|5|3|5|8|28|1|7|2
2026-05-09 15:00|Julia|RUN69|Concurseiros|Teste|15|12237|6743|22|8|61|15|76|6|4|6|15|29|0|8|3
2026-05-09 18:00|Lucas|RUN70|Engenheiros|Teste|15|12410|6840|23|8|63|20|83|7|0|0|4|30|0|8|1
2026-05-09 21:00|Marina|RUN71|Intelectuais|Teste|15|12583|6937|24|8|65|25|90|8|1|1|11|31|0|8|2
2026-05-10 00:00|Ana|RUN72|Matematicos|Teste|15|12756|7034|1|1|67|30|97|0|2|2|0|32|0|1|3
2026-05-10 03:00|Bruno|RUN73|Linguisticos|Teste|15|12929|7131|2|1|69|35|104|1|3|3|7|33|0|1|1
2026-05-10 06:00|Carla|RUN74|Logicos|Teste|15|13102|7228|3|1|71|40|111|2|4|4|14|34|0|1|2
2026-05-10 09:00|Diego|RUN75|Programadores|Teste|15|13275|7325|4|2|73|45|118|3|0|5|3|35|0|2|3
2026-05-10 12:00|EquipePIF|RUN76|Escolarizados|Teste|15|13448|7422|5|2|75|50|125|4|1|6|10|36|0|2|1
2026-05-10 15:00|Julia|RUN77|Concurseiros|Teste|15|13621|7519|6|2|77|0|77|5|2|0|17|37|0|2|2
2026-05-10 18:00|Lucas|RUN78|Engenheiros|Teste|15|13794|7616|7|3|79|5|84|6|3|1|6|38|0|3|3
2026-05-10 21:00|Marina|RUN79|Intelectuais|Teste|15|13967|7713|8|3|81|10|91|7|4|2|13|39|0|3|1
2026-05-11 00:00|Ana|RUN80|Matematicos|Teste|15|14140|7810|9|3|3|15|18|8|0|3|2|0|0|3|2
2026-05-11 03:00|Bruno|RUN81|Linguisticos|Teste|15|14313|7907|10|4|5|20|25|0|1|4|9|1|0|4|3
2026-05-11 06:00|Carla|RUN82|Logicos|Teste|15|14486|8004|11|4|7|25|32|1|2|5|16|2|0|4|1
2026-05-11 09:00|Diego|RUN83|Programadores|Teste|15|14659|8101|12|4|9|30|39|2|3|6|5|3|0|4|2
2026-05-11 12:00|EquipePIF|RUN84|Escolarizados|Teste|15|14832|8198|13|5|11|35|46|3|4|0|12|4|0|5|3
2026-05-11 15:00|Julia|RUN85|Concurseiros|Teste|15|15005|8295|14|5|13|40|53|4|0|1|1|5|1|5|1
2026-05-11 16:45|xoalimmatadordeporco|WQ44CF4|Perfil Misto|Nenhum|3|157332|21441|24|8|34|79|13|0|5|9|14|244|1|9|1
2026-05-11 18:00|Lucas|RUN86|Engenheiros|Teste|15|15178|8392|15|5|15|45|60|5|1|2|8|6|0|5|2
2026-05-11 18:50|Joao Ricardo|4M6RTHG|Intelectuais|Nenhum|15|347808|121365|24|8|26|78|17|16|27|18|16|114|1|9|1
2026-05-11 21:00|Marina|RUN87|Intelectuais|Teste|15|15351|8489|16|6|17|50|67|6|2|3|15|7|0|6|3
2026-05-12 00:00|Ana|RUN88|Matematicos|Teste|15|15524|8586|17|6|19|0|19|7|3|4|4|8|0|6|1
2026-05-12 03:00|Bruno|RUN89|Linguisticos|Teste|15|15697|8683|18|6|21|5|26|8|4|5|11|9|0|6|2
2026-05-12 06:00|Carla|RUN90|Logicos|Teste|15|15870|8780|19|7|23|10|33|0|0|6|0|10|0|7|3
2026-05-12 09:00|Diego|RUN91|Programadores|Teste|15|16043|8877|20|7|25|15|40|1|1|0|7|11|0|7|1
2026-05-12 12:00|EquipePIF|RUN92|Escolarizados|Teste|15|16216|8974|21|7|27|20|47|2|2|1|14|12|0|7|2
2026-05-12 15:00|Julia|RUN93|Concurseiros|Teste|15|16389|9071|22|8|29|25|54|3|3|2|3|13|0|8|3
2026-05-12 18:00|Lucas|RUN94|Engenheiros|Teste|15|16562|9168|23|8|31|30|61|4|4|3|10|14|0|8|1
